0,0,0,0,0,,,
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.25,0,0.25,0,1000,0.25,0.25,0
0.25,0.033336,0.25,0.033336,0,0.216664,0.216664,0.25
0.25,0.072228,0.25,0.077784,0,0.177772,0.177772,0.216664
0.25,0.066672,0.25,0.066672,388,0.183328,0.183328,0.177772
0.25,0.066672,0.25,0.077784,388,0.183328,0.183328,0.183328
0.25,0.066672,0.25,0.088896,388,0.183328,0.183328,0.183328
0.25,0.061116,0.25,0.088896,776,0.188884,0.188884,0.183328
0.25,0.077784,0.25,0.08334,0,0.172216,0.172216,0.188884
0.25,0.088896,0.25,0.08334,0,0.161104,0.161104,0.172216
0.25,0.08334,0.25,0.077784,388,0.16666,0.16666,0.161104
0.25,0.088896,0.25,0.094452,0,0.161104,0.161104,0.16666
0.25,0.077784,0.25,0.100008,777,0.172216,0.172216,0.161104
0.25,0.088896,0.25,0.100008,0,0.161104,0.161104,0.172216
0.25,0.105564,0.25,0.094452,0,0.144436,0.144436,0.161104
0.25,0.094452,0.25,0.094452,777,0.155548,0.155548,0.144436
0.25,0.105564,0.25,0.088896,0,0.144436,0.144436,0.155548
0.25,0.116676,0.25,0.100008,0,0.133324,0.133324,0.144436
0.25,0.11112,0.25,0.11112,388,0.13888,0.13888,0.133324
0.25,0.105564,0.25,0.105564,776,0.144436,0.144436,0.13888
0.25,0.116676,0.25,0.105564,0,0.133324,0.133324,0.144436
0.25,0.122232,0.25,0.100008,0,0.127768,0.127768,0.133324
0.25,0.116676,0.25,0.11112,388,0.133324,0.133324,0.127768
0.25,0.116676,0.25,0.122232,388,0.133324,0.133324,0.133324
0.25,0.116676,0.25,0.116676,388,0.133324,0.133324,0.133324
0.25,0.11112,0.25,0.11112,776,0.13888,0.13888,0.133324
0.25,0.122232,0.25,0.122232,0,0.127768,0.127768,0.13888
0.25,0.127788,0.25,0.127788,0,0.122212,0.122212,0.127768
0.25,0.122232,0.25,0.122232,388,0.127768,0.127768,0.122212
0.25,0.122232,0.25,0.116676,388,0.127768,0.127768,0.127768
0.25,0.116676,0.25,0.127788,776,0.133324,0.133324,0.127768
0.25,0.127788,0.25,0.133344,0,0.122212,0.122212,0.133324
0.25,0.133344,0.25,0.127788,0,0.116656,0.116656,0.122212
0.25,0.127788,0.25,0.122232,388,0.122212,0.122212,0.116656
0.25,0.122232,0.25,0.133344,776,0.127768,0.127768,0.122212
0.25,0.127788,0.25,0.1389,387,0.122212,0.122212,0.127768
0.25,0.144456,0.25,0.133344,0,0.105544,0.105544,0.122212
0.25,0.133344,0.25,0.127788,777,0.116656,0.116656,0.105544
0.25,0.1389,0.25,0.133344,388,0.1111,0.1111,0.116656
0.25,0.144456,0.25,0.144456,0,0.105544,0.105544,0.1111
0.25,0.144456,0.25,0.1389,0,0.105544,0.105544,0.105544
0.25,0.1389,0.25,0.133344,388,0.1111,0.1111,0.105544
0.25,0.133344,0.25,0.1389,776,0.116656,0.116656,0.1111
0.25,0.1389,0.25,0.144456,387,0.1111,0.1111,0.116656
0.25,0.144456,0.25,0.144456,0,0.105544,0.105544,0.1111
0.25,0.144456,0.25,0.133344,0,0.105544,0.105544,0.105544
0.25,0.1389,0.25,0.144456,388,0.1111,0.1111,0.105544
0.25,0.133344,0.25,0.150012,776,0.116656,0.116656,0.1111
0.25,0.144456,0.25,0.1389,0,0.105544,0.105544,0.116656
0.25,0.144456,0.25,0.144456,0,0.105544,0.105544,0.105544
0.25,0.1389,0.25,0.150012,388,0.1111,0.1111,0.105544
0.25,0.1389,0.25,0.150012,388,0.1111,0.1111,0.1111
0.25,0.1389,0.25,0.144456,388,0.1111,0.1111,0.1111
0.25,0.133344,0.25,0.1389,776,0.116656,0.116656,0.1111
0.25,0.1389,0.25,0.144456,387,0.1111,0.1111,0.116656
0.25,0.144456,0.25,0.150012,0,0.105544,0.105544,0.1111
0.25,0.144456,0.25,0.144456,0,0.105544,0.105544,0.105544
0.25,0.1389,0.25,0.144456,388,0.1111,0.1111,0.105544
0.25,0.133344,0.25,0.1389,776,0.116656,0.116656,0.1111
0.25,0.1389,0.25,0.150012,387,0.1111,0.1111,0.116656
0.25,0.144456,0.25,0.144456,0,0.105544,0.105544,0.1111
0.25,0.144456,0.25,0.144456,0,0.105544,0.105544,0.105544
0.25,0.1389,0.25,0.150012,388,0.1111,0.1111,0.105544
0.25,0.133344,0.25,0.1389,776,0.116656,0.116656,0.1111
0.25,0.144456,0.25,0.144456,0,0.105544,0.105544,0.116656
0.25,0.144456,0.25,0.150012,0,0.105544,0.105544,0.105544
0.25,0.1389,0.25,0.144456,388,0.1111,0.1111,0.105544
0.25,0.1389,0.25,0.144456,388,0.1111,0.1111,0.1111
0.25,0.133344,0.25,0.1389,776,0.116656,0.116656,0.1111
0.25,0.144456,0.25,0.144456,0,0.105544,0.105544,0.116656
0.25,0.144456,0.25,0.155568,0,0.105544,0.105544,0.105544
0.25,0.1389,0.25,0.144456,388,0.1111,0.1111,0.105544
0.25,0.1389,0.25,0.150012,388,0.1111,0.1111,0.1111
0.25,0.133344,0.25,0.155568,776,0.116656,0.116656,0.1111
0.25,0.144456,0.25,0.150012,0,0.105544,0.105544,0.116656
0.25,0.144456,0.25,0.150012,0,0.105544,0.105544,0.105544
0.25,0.144456,0.25,0.144456,0,0.105544,0.105544,0.105544
0.25,0.1389,0.25,0.150012,388,0.1111,0.1111,0.105544
0.25,0.133344,0.25,0.155568,776,0.116656,0.116656,0.1111
0.25,0.1389,0.25,0.150012,387,0.1111,0.1111,0.116656
0.25,0.150012,0.25,0.144456,0,0.099988,0.099988,0.1111
0.25,0.1389,0.25,0.150012,777,0.1111,0.1111,0.099988
0.25,0.150012,0.25,0.155568,0,0.099988,0.099988,0.1111
0.25,0.150012,0.25,0.155568,0,0.099988,0.099988,0.099988
0.25,0.150012,0.25,0.144456,0,0.099988,0.099988,0.099988
0.25,0.144456,0.25,0.155568,388,0.105544,0.105544,0.099988
